"AnimalID","Timestamp","X","Y","Z","ODBA"
"154",2025-06-05 01:45:57.96,0.95313,0.07813,-0.01563,0.0253097999999976
"154",2025-06-05 01:45:59.96,0.94531,0.07813,-0.03125,0.0193849999999979
"154",2025-06-05 01:46:01.96,0.95313,0.07031,-0.03125,0.0108673999999912
"154",2025-06-05 01:46:03.96,0.95313,0.07813,0,0.0378149999999978
"154",2025-06-05 01:46:05.96,0.96875,0.07813,-0.03125,0.0195317999999633
"154",2025-06-05 01:46:07.96,0.95313,0.07031,-0.03125,0.0102809999999913
"154",2025-06-05 01:46:09.96,0.96094,0.07813,-0.02344,0.0181268000000088
"154",2025-06-05 01:46:11.96,0.95313,0.07031,-0.02344,0.0138922000000361
"154",2025-06-05 01:46:13.96,0.95313,0.07031,-0.04688,0.0270363999999913
"154",2025-06-05 01:46:15.96,0.95313,0.07031,-0.02344,0.0134358000000366
"154",2025-06-05 01:46:17.96,0.95313,0.0625,-0.03125,0.0194283999999913
"154",2025-06-05 01:46:19.96,0.96875,0.07813,-0.02344,0.0193750000000089
"154",2025-06-05 01:46:21.96,0.96875,0.07031,-0.00781,0.0301596000000473
"154",2025-06-05 01:46:23.96,0.96094,0.07031,-0.03125,0.00288440000000231
"154",2025-06-05 01:46:25.96,0.95313,0.07031,-0.04688,0.0271921999999912
"154",2025-06-05 01:46:27.96,0.96094,0.07031,-0.03125,0.00468860000000223
"154",2025-06-05 01:46:29.96,0.96094,0.0625,-0.03125,0.0102248000000026
"154",2025-06-05 01:46:31.96,0.96094,0.07031,-0.01563,0.0168680000000087
"154",2025-06-05 01:46:33.96,0.95313,0.07031,-0.03125,0.00780699999995264
"154",2025-06-05 01:46:35.96,0.95313,0.07031,-0.03906,0.0181219999999525
"154",2025-06-05 01:46:37.96,0.95313,0.07813,-0.03125,0.0134405999999978
"154",2025-06-05 01:46:39.96,0.95313,0.0625,-0.02344,0.0221836000000366
"154",2025-06-05 01:46:41.96,0.95313,0.0625,-0.01563,0.0310124000000363
"154",2025-06-05 01:46:43.96,0.96094,0.0625,-0.03906,0.0221840000000021
"154",2025-06-05 01:46:45.96,0.96094,0.07031,-0.03125,0.0038386000000023
"154",2025-06-05 01:46:47.96,0.96094,0.07031,-0.03125,0.00593920000000218
"154",2025-06-05 01:46:49.96,0.94531,0.07031,-0.02344,0.0168763999999979
"154",2025-06-05 01:46:51.96,0.96875,0.07031,-0.03906,0.0181544000000029
"154",2025-06-05 01:46:53.96,0.96094,0.07031,-0.03906,0.0110881999999634
"154",2025-06-05 01:46:55.96,0.96875,0.0625,-0.03125,0.0195276000000021
"154",2025-06-05 01:46:57.96,0.95313,0.08594,-0.02344,0.0238731999999977
"154",2025-06-05 01:46:59.96,0.95313,0.07031,-0.03125,0.00905739999995261
"154",2025-06-05 01:47:01.96,0.96094,0.07031,-0.02344,0.0084376000000474
"154",2025-06-05 01:47:03.96,0.96094,0.0625,-0.00781,0.0298538000000477
"154",2025-06-05 01:47:05.96,0.96094,0.07031,-0.03906,0.0120251999999635
"154",2025-06-05 01:47:07.96,0.95313,0.07813,-0.03125,0.0162525999999527
"154",2025-06-05 01:47:09.96,0.95313,0.0625,-0.00781,0.0366640000000364
"154",2025-06-05 01:47:11.96,0.96094,0.07813,-0.03125,0.0109413999999636
"154",2025-06-05 01:47:13.96,0.95313,0.07031,-0.03125,0.00968639999999118
"154",2025-06-05 01:47:15.96,0.95313,0.07031,-0.03906,0.0144031999999527
"154",2025-06-05 01:47:17.96,0.96094,0.07813,-0.04688,0.0225089999999635
"154",2025-06-05 01:47:19.96,0.96094,0.0625,-0.03906,0.0182270000000022
"154",2025-06-05 01:47:21.96,0.95313,0.0625,-0.02344,0.0196834000000365
"154",2025-06-05 01:47:23.96,0.95313,0.0625,-0.01563,0.0253058000000365
"154",2025-06-05 01:47:25.96,0.96094,0.07031,-0.03906,0.0113070000000022
"154",2025-06-05 01:47:27.96,0.95313,0.07031,-0.02344,0.0112494000000366
"154",2025-06-05 01:47:29.96,0.95313,0.07813,-0.03906,0.0204677999999526
